StudyHours,SleepHours,Attendance(%),Age,ExamScore
4.76,7.73,95,24,78.79
1.21,6.74,92,24,53.96
4.46,4.07,63,20,50.39
3.59,5.98,100,15,77.95
6.55,7.79,63,16,72.19
7.39,5.4,55,20,71.96
4.59,6.29,66,22,57.89
2.48,8.76,50,17,42.81
3.98,6.96,65,16,56.95
4.16,7.92,50,19,52.04
4.05,8.85,50,23,52.46
3.84,5.34,99,17,68.93
4.07,5.73,58,20,49.9
5.1,6.01,52,16,59.4
7.4,7.09,67,17,78.23
0.0,5.48,53,24,28.52
5.6,9.25,90,23,75.39
3.28,4.85,66,20,50.45
1.42,8.26,80,22,52.26
0.3,8.99,68,23,47.41
3.61,4.0,50,24,41.49
3.07,4.89,79,18,55.69
0.84,6.48,98,19,61.62
2.94,7.55,53,20,52.72
5.07,6.1,53,18,67.09
6.1,5.94,67,17,63.69
3.25,6.88,92,21,64.34
3.25,5.87,57,22,52.03
4.25,4.0,73,20,51.39
5.33,6.09,90,19,80.32
3.37,5.14,57,22,49.44
3.7,7.21,80,21,65.0
2.2,5.9,94,15,59.38
2.68,5.39,87,19,48.14
1.73,6.73,83,16,59.08
0.93,5.53,90,21,54.25
0.59,4.23,90,18,42.31
1.28,6.97,100,16,56.79
1.14,5.25,59,15,40.88
3.6,7.78,82,20,68.79
3.9,7.67,67,23,61.64
2.16,5.8,85,17,50.43
1.32,8.88,55,21,47.9
7.3,7.96,89,24,85.43
2.12,5.62,100,19,67.67
1.81,9.16,86,19,61.21
0.0,4.0,58,24,20.37
4.03,8.74,67,21,74.1
6.64,7.87,99,15,85.02
2.63,6.01,95,23,68.26
2.31,5.93,54,15,44.95
3.55,6.51,69,17,57.5
3.62,6.63,78,20,57.3
0.0,4.56,85,21,51.18
4.3,7.43,52,16,56.11
6.75,8.69,92,23,96.33
3.11,8.87,80,16,75.15
2.78,6.24,89,17,58.56
4.59,7.29,55,23,56.81
4.35,8.8,94,22,83.78
3.35,6.91,61,19,53.36
4.55,9.3,77,15,74.48
4.64,5.53,91,21,74.78
0.65,6.4,52,23,38.08
0.7,4.76,65,20,37.46
0.42,7.93,81,15,42.23
0.0,5.59,70,15,40.1
4.62,8.28,82,24,66.69
4.63,8.06,82,18,67.99
3.9,9.59,56,16,59.25
6.32,7.64,65,15,69.6
2.38,7.16,95,18,75.15
1.62,4.84,69,18,52.43
3.25,7.67,75,21,61.63
5.28,9.09,77,24,69.57
1.82,9.29,83,20,57.59
6.88,6.55,76,23,77.26
2.86,7.12,50,15,47.89
4.03,8.61,81,22,68.98
3.33,7.23,63,17,61.08
2.21,8.19,67,19,55.16
4.82,9.35,90,24,83.8
0.0,7.77,99,18,61.96
2.32,4.36,59,24,43.48
4.59,8.84,83,24,70.49
0.1,6.01,58,15,38.11
1.6,5.49,74,24,54.73
2.01,5.79,65,17,41.69
2.34,6.96,74,18,58.29
1.8,6.5,66,16,45.9
0.96,5.71,100,18,52.95
2.86,5.4,66,23,47.94
4.61,6.23,73,19,54.61
3.76,7.0,66,16,57.61
5.05,9.95,75,15,66.35
2.6,9.12,64,24,45.06
5.52,6.26,96,17,84.71
0.45,9.5,58,17,42.38
5.62,6.92,58,21,68.74
5.18,10.0,91,17,83.55
0.0,7.37,70,21,48.17
3.94,7.56,57,18,51.05
2.75,7.46,99,24,70.76
2.79,6.02,86,17,61.12
3.13,9.58,95,17,81.24
1.76,6.42,66,16,46.88
4.88,6.42,52,20,60.6
3.01,8.19,100,20,73.24
0.75,4.81,69,15,43.76
2.92,7.02,61,18,58.56
2.05,6.39,99,16,54.88
4.23,4.75,92,22,66.97
0.37,6.56,50,18,38.86
7.01,7.2,73,22,87.16
3.24,7.66,75,19,53.05
0.53,4.98,62,18,42.69
2.6,4.81,82,22,48.74
2.03,8.52,74,23,64.83
1.41,9.79,88,15,59.12
3.85,5.42,52,18,51.28
7.46,5.58,60,18,68.38
6.74,5.99,71,18,68.36
3.4,5.47,83,23,55.99
1.44,6.38,90,16,42.54
3.56,5.78,51,21,44.09
4.48,7.57,71,20,60.25
3.41,6.7,79,20,58.42
4.49,7.36,91,17,65.38
3.89,9.3,60,23,57.41
3.57,8.6,86,22,64.79
0.57,6.53,78,18,50.8
2.74,7.91,81,17,63.03
6.82,10.0,83,17,84.42
3.98,4.38,73,23,69.59
5.34,6.65,82,23,70.49
7.02,6.49,74,16,78.88
0.64,7.41,73,15,36.91
8.2,6.04,52,23,80.27
4.95,8.05,56,17,61.47
5.32,9.88,84,18,83.1
1.66,4.62,70,15,45.3
4.45,6.87,72,21,68.41
1.4,6.42,99,22,60.62
3.3,7.02,81,24,60.75
3.67,5.24,72,20,54.41
2.52,6.58,56,20,46.23
5.3,8.09,65,15,63.95
1.96,7.1,58,16,44.86
0.0,8.79,60,22,44.41
2.51,8.5,90,16,58.77
5.51,6.41,62,16,62.63
7.91,7.33,91,19,92.29
5.63,4.97,84,22,68.8
5.13,6.56,90,23,80.96
2.24,9.33,78,16,65.26
7.61,6.17,94,23,90.69
4.37,7.12,87,21,69.89
4.45,5.48,68,18,59.54
4.26,5.28,93,16,78.3
0.68,8.73,84,18,55.25
3.77,6.83,80,20,59.59
0.09,7.04,95,22,55.28
4.65,5.75,69,16,63.28
3.67,6.69,69,20,61.68
1.74,6.87,62,16,39.35
5.25,5.37,74,18,69.71
2.28,8.44,81,21,51.53
2.33,6.62,67,22,58.04
4.07,6.15,64,22,60.5
2.97,5.59,80,18,47.35
3.47,6.7,59,19,56.03
5.06,6.24,76,20,63.36
1.52,7.26,91,23,66.85
1.35,9.12,79,19,53.91
2.53,7.85,78,22,49.41
2.87,7.12,86,19,65.59
4.28,6.46,87,15,71.97
6.88,8.1,59,24,77.46
2.91,5.48,78,24,60.23
3.07,6.27,80,15,67.19
1.7,6.76,71,17,43.23
1.45,5.91,78,23,60.18
4.35,6.77,57,18,49.75
3.08,4.42,85,24,59.45
5.49,7.32,53,22,60.86
5.28,10.0,87,22,81.34
4.74,7.53,100,17,74.2
0.08,7.24,56,20,33.43
4.37,5.27,60,19,60.45
1.13,5.65,66,20,43.8
0.0,5.79,64,20,44.11
3.44,5.39,56,16,45.92
5.72,7.8,84,15,76.61
4.42,6.17,91,18,71.79
1.24,6.32,86,20,48.38
8.59,10.0,99,18,100.0
4.63,6.15,59,17,52.41
1.32,8.12,70,20,42.42
0.0,7.77,58,20,44.44
2.59,8.68,73,19,64.53
0.0,7.16,95,15,50.38
0.94,7.88,94,16,58.87
0.0,5.34,96,18,55.73
1.49,6.59,76,18,55.84
1.93,7.38,73,23,51.48
1.25,10.0,72,20,61.44
7.6,6.68,86,17,92.61
2.63,7.21,83,17,51.56
5.66,6.84,71,20,73.49
4.14,10.0,90,24,71.43
2.59,8.13,86,19,67.55
2.04,7.38,60,18,49.43
5.7,6.01,58,21,56.85
0.93,7.58,93,16,52.13
1.75,7.85,73,24,51.05
1.72,6.55,65,15,48.81
3.15,5.39,56,15,45.73
1.18,5.35,85,18,47.72
4.87,5.56,70,24,59.7
5.15,7.74,75,22,62.88
1.56,9.46,57,17,46.73
4.05,8.99,80,24,68.44
1.32,8.37,94,23,62.82
3.36,8.24,91,17,76.78
5.34,7.49,66,18,64.99
3.21,7.35,69,21,54.58
2.79,6.31,88,18,65.74
7.58,7.15,81,21,82.82
3.72,7.81,81,16,67.87
1.31,6.95,97,17,56.39
1.16,4.0,66,17,38.55
7.56,5.8,62,16,70.52
1.52,7.37,75,21,55.82
1.6,6.74,55,23,47.69
3.05,8.24,98,23,64.11
4.46,5.76,51,17,59.17
0.52,7.48,57,16,40.45
2.44,8.85,67,17,53.21
0.32,6.96,64,22,46.12
2.69,6.72,65,17,49.8
4.64,8.53,77,23,72.53
2.5,5.11,60,23,51.38
6.94,6.46,65,24,72.09
1.31,4.68,65,16,43.23
3.44,6.88,58,15,46.42
5.61,8.56,62,21,82.72
5.02,6.89,57,24,76.18
8.29,5.28,94,22,88.88
3.65,8.59,62,24,55.39
1.21,7.51,93,20,57.66
3.17,5.91,54,19,55.3
1.32,8.32,60,23,46.04
3.24,7.59,98,18,72.26
5.47,9.44,56,18,68.47
4.39,6.84,53,18,50.4
2.79,8.2,62,24,57.23
1.63,4.13,97,21,54.64
3.65,5.26,70,22,51.49
4.06,6.49,58,19,60.05
0.49,7.48,55,15,41.18
0.96,6.71,66,22,46.55
2.42,6.36,65,15,59.35
0.34,6.9,86,24,51.65
0.0,8.01,83,15,48.54
0.94,6.53,81,18,50.33
3.77,6.8,81,20,65.05
3.2,7.64,57,19,49.47
2.11,10.0,64,24,58.99
1.13,6.36,93,24,56.54
3.74,9.0,95,20,76.83
3.63,5.88,72,18,57.38
5.49,7.85,64,17,73.57
0.0,5.48,65,22,39.42
0.0,8.29,70,16,50.81
4.88,7.73,85,22,67.04
3.95,8.68,59,21,64.29
4.87,5.4,96,24,75.54
1.22,6.78,57,16,46.54
2.22,6.02,90,19,55.64
0.44,6.26,72,18,43.39
0.0,5.03,75,21,40.65
3.28,6.09,54,16,53.0
5.83,7.91,81,19,75.12
2.66,6.79,96,21,71.7
1.57,9.55,51,21,39.76
0.76,7.2,98,21,56.13
5.23,8.36,87,22,82.81
3.16,6.03,56,18,39.75
3.24,4.67,100,16,66.46
0.11,7.48,69,21,39.56
1.17,8.13,79,18,52.27
4.47,7.12,68,21,69.33
1.95,7.2,81,21,56.95
1.7,8.87,51,16,52.89
8.02,6.91,93,16,89.18
3.14,5.82,69,21,49.79
2.66,9.58,90,19,71.5
2.73,9.93,82,19,53.21
1.64,9.32,74,23,57.37
2.85,8.45,71,22,62.93
6.88,6.78,67,20,69.85
3.83,7.96,98,22,71.23
0.0,7.09,86,21,50.01
2.13,6.34,56,17,59.7
3.21,4.77,94,23,64.75
0.0,7.59,74,20,42.51
2.06,8.44,71,23,58.16
1.08,7.08,66,24,45.16
2.21,9.08,61,20,48.8
3.14,8.12,53,15,49.05
4.4,5.05,71,22,59.44
0.69,8.78,72,19,58.27
2.83,6.37,93,16,62.44
2.35,5.26,52,15,42.8
2.56,5.99,89,18,62.37
1.36,9.67,72,21,50.51
2.91,9.63,66,20,61.97
3.99,6.47,67,18,64.78
0.22,8.49,53,23,41.05
6.46,7.67,50,15,67.75
4.88,6.52,84,20,71.39
0.0,7.45,60,21,43.69
5.89,4.29,90,16,78.23
6.03,6.19,51,22,70.37
1.99,6.88,83,19,65.88
3.41,7.5,97,17,62.16
3.18,8.92,77,23,64.37
0.25,10.0,97,24,59.3
5.05,5.88,68,21,60.12
0.0,7.68,77,21,56.04
3.58,7.79,81,24,67.3
6.14,4.0,52,24,61.49
0.0,7.88,62,18,50.7
2.41,6.02,88,22,63.18
5.28,4.29,54,16,52.83
3.8,7.06,50,19,46.07
4.67,8.41,57,19,56.44
1.63,5.84,73,21,52.45
1.12,9.56,62,20,52.96
2.6,6.1,85,17,59.86
3.53,10.0,96,20,73.45
4.2,6.85,81,24,65.7
3.89,9.29,54,24,64.87
4.96,6.84,96,20,86.32
3.23,6.85,53,19,41.59
0.9,6.31,69,22,40.19
0.29,6.59,84,18,45.92
4.52,6.21,98,23,70.93
5.01,6.63,97,18,77.83
6.94,8.99,63,20,83.12
7.85,7.96,100,23,99.13
4.94,4.56,60,19,55.26
3.73,6.74,81,17,55.43
2.16,9.19,84,15,57.19
1.25,8.39,66,21,45.93
3.13,5.8,84,18,70.34
2.79,6.31,63,21,50.37
6.81,7.94,88,21,96.03
4.17,5.96,80,15,64.34
2.54,5.22,60,22,48.91
1.24,6.99,85,24,53.92
4.07,7.98,62,19,55.51
3.28,7.45,68,19,60.19
2.1,6.76,50,21,40.28
1.63,6.38,69,22,47.03
4.1,8.4,82,20,65.21
2.19,5.6,55,24,38.34
2.35,8.16,67,17,51.84
2.03,8.21,63,20,55.08
8.67,6.33,85,21,81.37
3.32,7.45,80,18,58.4
1.35,7.83,86,19,49.74
0.0,6.83,71,18,48.72
0.0,5.69,71,24,38.05
2.41,5.04,80,22,51.9
6.39,5.43,72,20,68.18
7.57,8.23,76,21,88.66
2.52,4.96,81,17,54.61
3.73,7.49,88,16,68.74
2.67,6.37,63,16,55.45
3.91,5.44,56,16,46.76
2.52,4.89,96,15,56.36
1.89,6.77,67,23,54.88
1.69,8.92,52,24,49.2
4.42,7.12,90,21,73.48
5.61,10.0,82,23,85.11
2.1,9.74,54,22,64.81
4.45,5.55,69,23,54.2
3.31,5.24,59,23,59.74
2.24,8.33,90,20,66.96
4.36,5.67,50,23,43.47
5.7,5.82,94,21,76.1
1.35,7.89,76,18,55.64
2.35,9.48,87,16,71.84
5.93,8.28,59,21,64.35
2.91,7.16,50,23,50.32
1.41,8.73,63,24,45.56
3.34,9.53,73,20,58.11
3.02,6.75,100,23,68.34
5.11,5.63,52,17,58.37
2.91,5.97,64,15,56.86
2.98,6.85,53,17,39.37
2.9,6.39,72,16,49.99
3.34,7.5,77,19,70.1
6.03,5.43,61,23,65.92
4.45,7.43,57,17,60.2
0.92,6.33,53,16,33.62
3.56,7.05,100,17,77.1
3.69,9.1,100,20,82.82
3.75,10.0,63,17,67.3
0.04,7.08,72,21,42.01
3.29,9.16,69,19,55.8
1.86,7.37,99,20,70.78
0.01,4.84,53,18,24.91
5.42,7.3,66,20,61.07
2.44,5.11,82,19,53.78
2.47,8.93,65,23,49.78
4.76,6.53,79,20,75.46
5.05,4.0,83,15,71.32
2.5,4.84,76,18,48.03
3.06,6.09,70,24,58.28
0.98,4.0,57,15,35.41
1.12,7.46,86,24,62.68
5.6,8.69,100,21,88.92
3.09,6.3,65,20,53.07
4.94,7.18,62,16,68.81
2.67,9.81,69,21,61.05
3.84,6.05,86,22,67.53
0.0,6.08,56,20,27.85
4.72,6.24,71,18,64.81
2.94,8.09,93,17,68.29
2.06,5.69,85,21,57.5
4.26,6.9,94,17,77.76
4.99,9.37,54,19,57.06
2.19,5.17,82,15,60.05
0.61,8.01,75,17,54.55
6.33,8.64,98,17,94.02
2.57,8.26,100,19,68.98
0.0,8.5,89,16,51.07
2.16,5.94,92,21,59.36
3.9,8.39,62,19,66.09
2.84,5.73,52,17,51.62
2.74,6.9,87,18,63.79
2.3,5.03,79,21,48.22
2.16,7.16,96,18,57.91
0.44,7.07,83,16,47.68
0.4,9.2,56,20,41.65
3.73,5.41,89,17,61.92
5.46,6.57,55,15,68.74
2.45,5.69,90,17,56.74
5.77,6.18,80,20,58.84
5.2,4.68,98,22,85.12
2.74,5.21,83,19,57.03
4.28,8.0,94,24,76.58
3.98,4.87,55,16,44.47
1.99,4.0,76,20,46.18
0.0,8.16,98,20,48.79
3.28,5.73,83,20,59.31
4.4,8.86,68,21,60.67
1.89,6.83,82,17,52.35
7.01,7.03,51,22,69.63
5.06,4.75,81,16,74.06
0.05,6.09,59,24,37.35
2.61,6.38,74,21,59.53
1.32,8.36,72,21,49.14
2.27,7.39,84,16,62.27
4.31,7.26,91,22,71.78
2.5,6.09,64,20,52.54
1.86,6.92,66,15,52.83
3.19,8.76,62,18,55.52
4.52,7.73,57,24,62.98
4.5,6.93,51,20,53.66
4.23,6.13,59,23,62.76
5.74,8.32,99,16,89.69
2.82,7.26,73,17,63.04
2.28,7.64,66,20,44.63
2.69,7.4,52,16,46.7
1.38,8.26,87,23,59.85
1.33,4.63,68,24,36.38
4.48,7.08,100,23,77.35
4.66,5.69,90,21,78.18
0.0,6.12,80,18,42.46
4.88,5.68,90,19,75.06
2.18,7.59,59,17,57.06
1.74,9.18,65,19,53.19
2.35,9.01,92,21,72.42
0.48,8.14,59,23,38.79
2.66,9.43,56,17,54.7
6.83,7.0,89,23,88.3
0.0,5.58,95,21,51.16
4.24,6.73,75,16,53.89
4.95,7.68,86,18,75.26
4.16,8.69,96,23,78.15
6.07,8.95,51,17,71.53
4.96,4.38,89,17,70.02
4.34,4.0,70,18,52.56
5.08,6.61,53,17,61.54
4.98,8.44,94,21,92.36
2.3,6.33,83,19,50.29
4.26,6.27,96,21,68.41
2.45,6.13,88,17,54.71
0.33,6.36,90,15,49.21
6.67,7.6,68,23,77.41
1.89,4.05,74,24,50.89
5.19,8.46,60,22,60.77
4.07,8.1,87,21,67.18
1.21,4.79,82,23,56.98
1.45,7.41,76,18,53.88
3.79,7.56,87,21,66.12
3.8,5.48,58,16,63.88
2.25,6.22,75,18,58.79
0.0,6.28,95,18,50.79
4.61,4.0,100,17,64.29
0.0,5.97,96,15,50.68
3.7,8.39,67,16,68.98
5.27,5.54,96,24,70.96
0.0,7.1,62,17,37.47
3.32,7.62,61,15,54.26
2.23,5.6,58,17,51.5
3.39,8.57,95,24,71.88
4.96,6.42,84,20,73.33
0.31,6.41,88,15,52.19
2.55,7.15,53,21,49.15
2.67,10.0,63,23,55.87
0.0,8.35,56,23,35.09
4.15,7.07,51,20,56.35
6.26,6.11,53,20,64.21
4.34,8.76,75,17,64.68
3.26,9.35,83,24,68.46
4.77,7.97,99,20,77.43
1.81,7.16,79,19,52.89
1.24,8.56,63,16,44.28
4.03,8.27,72,21,72.8
3.46,6.51,53,21,52.79
3.63,8.06,64,23,54.65
1.28,6.08,79,18,47.51
0.0,7.48,69,24,51.79
0.92,4.54,82,17,53.7
1.29,8.42,86,16,65.45
0.0,5.58,100,15,54.81
3.95,8.24,79,23,68.82
0.42,6.26,94,23,46.33
0.31,5.67,65,24,40.14
2.48,5.22,67,17,49.01
1.19,7.05,62,20,48.68
0.0,8.15,88,15,46.2
0.07,4.91,54,22,37.06
4.07,6.12,56,22,47.43
2.33,7.88,72,22,56.53
0.0,6.33,93,21,39.01
5.91,10.0,70,20,73.42
1.58,5.21,94,19,53.37
4.06,7.41,81,21,67.45
2.78,8.38,98,20,75.71
3.2,5.5,77,19,52.77
3.04,9.28,89,22,76.06
0.24,8.7,67,15,50.45
7.49,6.17,78,21,88.07
1.48,8.25,98,19,64.71
4.65,6.36,55,21,43.48
1.42,4.87,92,18,48.78
0.79,8.09,51,17,39.97
5.74,7.19,96,20,81.57
6.11,6.84,68,21,73.88
3.91,7.03,84,24,70.96
4.61,7.26,100,19,76.1
0.49,5.72,91,21,51.52
4.32,5.71,76,18,65.73
4.3,6.97,100,21,70.05
3.88,7.68,77,24,69.72
6.29,7.81,82,24,73.86
0.0,7.94,86,19,50.44
2.64,8.86,58,22,58.5
5.96,5.27,51,19,56.95
0.78,8.05,77,19,53.45
4.3,7.99,50,22,61.17
2.03,7.1,78,20,67.77
3.18,7.98,87,17,72.41
0.89,6.17,57,24,37.16
7.53,6.19,100,22,88.32
0.71,8.62,64,15,38.5
2.74,7.68,94,17,70.96
2.48,7.89,94,23,63.49
5.15,6.32,93,19,79.97
3.14,6.53,69,20,54.81
0.0,6.2,96,22,52.99
1.71,6.64,74,17,51.56
0.0,8.36,67,21,41.91
3.15,5.82,86,15,68.0
6.56,6.24,54,18,67.03
2.6,7.15,98,18,68.5
3.68,8.6,77,20,68.39
5.2,7.42,53,24,62.25
1.62,4.49,55,15,41.99
5.2,10.0,54,20,58.55
6.82,8.45,58,23,74.14
0.0,7.55,57,21,39.25
5.27,5.84,89,18,70.88
0.03,8.21,83,21,56.55
1.45,8.24,95,18,65.09
5.26,7.68,81,18,69.97
3.64,5.39,94,19,68.29
2.08,4.78,69,18,47.08
7.47,7.71,71,15,87.44
2.34,7.94,59,23,49.54
5.19,8.4,54,22,64.76
2.39,6.49,52,24,47.51
3.92,4.01,74,18,57.79
3.98,6.18,94,18,76.34
3.16,7.17,97,23,68.78
0.16,4.0,77,17,42.77
3.55,8.36,72,16,58.66
1.84,8.73,82,17,65.21
2.08,4.17,61,23,43.36
4.19,5.64,60,23,51.26
4.05,5.97,93,22,69.33
1.49,6.12,89,23,55.22
3.44,7.98,96,16,66.07
3.04,6.17,72,16,56.36
1.28,6.21,69,19,50.45
1.4,6.54,85,20,54.24
1.43,10.0,83,23,65.81
2.98,10.0,54,17,62.99
2.39,8.88,67,23,52.37
3.42,6.81,92,16,69.69
1.24,5.46,53,19,39.33
2.65,5.5,55,15,40.34
2.8,7.73,59,19,56.14
3.65,5.48,95,21,71.79
5.94,5.35,51,22,56.11
5.15,6.82,88,23,73.1
2.85,7.08,69,17,52.63
0.0,7.85,77,19,37.5
1.97,8.53,75,19,53.3
4.84,8.34,83,18,83.82
2.89,5.24,51,16,46.51
0.48,5.88,82,24,46.0
2.59,9.34,55,15,47.6
2.06,7.34,95,20,64.36
5.52,9.05,76,15,73.15
1.84,6.64,78,18,49.79
3.83,6.37,89,15,68.44
4.38,4.0,73,18,60.75
0.52,9.06,63,19,44.19
1.51,7.32,95,19,55.0
2.15,7.13,64,23,49.43
3.28,4.64,59,19,47.99
1.81,7.93,68,16,51.82
0.25,7.19,64,15,30.44
0.99,6.9,51,19,42.24
4.88,6.42,51,21,57.81
7.14,4.0,59,24,60.2
3.61,6.46,68,19,60.72
5.16,5.39,99,19,80.16
3.71,8.13,82,17,71.65
4.4,6.72,66,18,58.34
4.48,5.91,77,23,65.45
4.36,8.26,64,24,67.87
3.71,5.39,85,16,66.4
3.29,8.49,69,17,57.1
2.19,8.37,79,22,58.73
4.05,5.97,92,18,71.92
3.62,7.42,86,17,65.57
1.19,5.06,83,17,45.45
5.38,8.84,50,19,63.25
4.98,8.69,87,16,84.83
3.39,6.98,81,22,61.69
5.36,6.62,61,20,55.64
4.45,8.14,74,22,62.73
2.12,4.07,85,22,51.24
0.0,6.64,77,21,48.02
0.0,6.67,94,23,46.54
5.52,6.1,68,22,65.85
2.94,8.81,97,17,69.4
2.26,6.94,91,16,58.61
1.68,6.38,99,17,59.69
3.13,4.0,66,21,57.23
4.83,7.6,89,18,72.84
1.38,6.5,83,18,60.5
3.19,6.77,68,24,64.38
8.32,7.7,52,22,76.36
6.63,5.14,68,16,67.58
0.0,6.68,96,17,53.33
0.0,6.51,52,18,51.08
6.61,7.5,51,23,66.6
4.79,5.68,55,21,64.45
3.1,6.27,69,21,54.19
4.06,8.88,82,22,66.74
2.37,5.64,81,16,65.16
1.67,8.64,50,22,46.12
4.46,8.64,74,22,68.0
2.81,10.0,96,21,72.61
4.73,8.05,51,20,61.33
1.9,7.36,50,15,42.17
4.43,8.71,81,24,71.37
3.62,6.42,73,15,56.97
0.33,7.49,59,22,44.45
5.95,5.8,77,18,65.17
0.18,10.0,58,16,43.33
5.66,5.43,60,23,63.9
3.91,7.87,66,16,55.54
4.28,7.41,52,16,58.45
2.01,5.48,57,16,48.32
2.26,5.59,62,23,43.79
3.01,5.34,76,23,55.67
0.42,5.87,73,19,38.14
4.15,7.01,69,24,63.33
2.28,7.5,87,23,64.5
0.0,7.37,62,24,42.41
6.77,7.38,69,16,73.1
3.53,8.51,82,22,64.48
3.65,7.26,89,22,68.49
1.62,8.13,61,16,50.4
3.66,7.89,85,18,70.17
4.47,7.89,83,24,67.29
0.09,8.04,91,23,49.92
4.21,7.31,58,20,53.8
0.88,5.05,90,15,52.58
0.43,8.32,54,18,35.85
1.24,9.4,69,15,51.69
7.2,5.37,60,17,66.46
4.57,8.32,75,21,69.13
2.96,7.04,65,23,59.05
6.4,7.59,67,23,74.47
1.15,8.74,83,21,56.11
0.95,8.37,59,22,46.58
1.17,6.0,97,23,61.02
6.76,5.8,93,15,83.8
4.74,6.1,96,22,72.05
1.37,6.33,89,24,57.45
1.62,7.11,72,16,51.89
3.57,6.62,82,23,62.14
0.73,6.31,80,24,44.67
2.64,6.05,66,18,43.38
1.01,7.21,73,21,58.27
2.86,5.62,53,18,38.84
4.63,8.09,79,15,78.31
6.49,7.2,83,22,76.96
0.0,4.49,72,18,47.24
4.2,7.65,87,22,73.43
4.36,8.0,82,22,70.05
2.54,8.83,92,20,58.3
1.81,5.8,71,24,49.74
1.81,5.53,77,24,54.22
0.0,7.9,99,22,52.06
4.56,6.44,61,18,59.95
1.47,7.58,74,20,61.89
0.0,8.19,88,16,58.88
3.65,6.89,86,16,65.07
3.63,7.22,97,17,73.37
4.69,5.47,58,16,55.47
6.63,7.56,63,22,81.29
3.08,7.65,54,15,55.11
2.4,6.3,67,17,53.43
2.22,7.25,74,19,56.91
2.41,7.57,62,22,58.41
1.52,7.89,62,20,43.87
2.13,5.49,64,20,52.16
1.56,5.57,77,16,52.66
0.92,5.48,58,15,44.15
6.47,6.23,80,19,79.1
5.77,4.0,54,24,61.6
0.0,8.32,58,23,42.15
3.64,8.01,71,23,60.41
2.87,5.14,53,23,44.31
3.29,6.5,84,20,66.8
0.1,7.88,79,17,51.92
0.0,8.03,55,15,43.73
2.89,6.88,74,20,63.49
2.26,9.3,90,22,62.99
1.9,8.33,85,16,62.16
2.59,8.03,75,16,60.29
4.2,8.97,83,16,72.61
4.76,6.15,58,15,51.8
1.04,5.42,78,16,42.16
1.23,6.17,74,19,50.35
3.3,5.61,50,20,43.46
5.45,7.23,93,17,81.64
2.57,6.08,81,22,57.01
3.29,7.34,56,16,44.17
0.27,7.67,95,15,47.39
0.0,6.14,56,18,37.25
7.63,7.16,74,24,82.33
3.55,5.88,55,21,49.78
0.96,7.7,86,17,61.12
0.0,4.59,67,17,31.45
5.89,7.51,68,24,78.47
1.11,6.55,96,18,45.66
1.11,5.91,53,20,43.96
1.57,5.4,53,15,43.35
3.27,5.78,69,17,62.45
4.28,10.0,71,15,62.7
2.4,6.43,84,24,68.31
0.9,6.85,59,24,35.14
7.6,7.0,60,24,78.27
2.02,7.51,92,16,63.11
3.02,6.77,88,22,71.58
0.0,7.28,67,22,33.31
4.16,8.7,58,22,63.38
5.18,8.04,97,19,82.84
1.28,10.0,91,24,62.1
0.0,7.32,71,22,42.58
2.24,5.8,98,23,64.47
6.79,7.37,62,16,72.33
1.72,5.52,56,21,35.71
8.07,8.48,61,21,88.6
1.88,6.93,91,15,50.73
0.0,7.63,56,16,44.71
1.98,5.02,83,21,57.47
0.0,5.56,69,21,29.1
1.56,4.79,99,22,60.94
3.76,8.37,75,21,61.12
2.07,6.01,68,21,51.31
5.2,6.76,86,23,74.34
1.93,9.25,74,17,66.11
0.02,6.45,53,22,38.5
3.3,8.13,54,17,56.95
2.7,6.59,55,15,47.09
2.95,8.46,78,24,60.82
0.45,6.44,72,18,37.36
3.54,8.69,56,21,51.92
5.78,8.81,100,16,89.87
0.37,4.99,77,20,39.41
0.0,7.97,61,22,38.48
0.0,8.93,81,18,42.71
2.94,6.44,73,24,50.7
0.0,5.88,60,17,34.65
3.65,4.81,75,19,66.16
3.71,7.38,68,23,62.39
3.73,6.68,94,17,74.63
8.18,6.83,93,17,100.0
0.0,6.8,96,22,62.0
0.0,7.76,62,23,45.5
5.56,7.89,80,16,71.37
4.07,10.0,65,24,51.36
5.3,8.05,85,24,73.68
0.0,9.07,63,15,38.15
0.28,7.02,62,16,35.18
4.96,7.7,70,15,57.92
2.67,6.78,78,22,62.41
5.63,6.19,50,23,57.73
2.17,7.75,71,17,56.97
2.58,7.27,89,21,62.93
7.58,4.46,54,15,73.37
0.92,8.67,56,16,45.99
4.48,4.71,98,24,79.36
0.0,6.78,95,18,53.52
1.27,6.6,82,17,56.71
4.47,6.05,82,19,69.82
0.17,5.77,80,20,53.52
4.75,7.07,96,18,74.76
2.56,7.07,75,22,56.58
1.05,6.79,51,19,41.89
2.79,4.98,59,23,38.81
1.83,6.22,62,19,44.99
1.58,6.42,58,19,42.64
2.01,6.05,51,22,42.37
0.21,8.39,54,22,37.18
0.0,4.86,85,22,37.83
0.0,6.35,81,22,33.13
4.01,4.99,96,17,68.28
3.86,5.44,60,20,58.37
1.41,6.86,90,20,50.47
2.74,8.25,66,21,61.28
5.77,9.14,52,16,72.98
1.75,6.18,79,22,55.9
2.47,4.0,86,16,59.36
6.88,8.31,74,22,81.93
3.78,8.9,100,17,70.51
4.81,5.16,79,19,65.96
4.42,7.68,52,20,55.52
4.01,7.26,75,16,62.81
1.55,5.58,91,15,62.38
